index,word,stem,suffix,frequency,frequency_in_a_million
1147,nelimarkkachairman,nelimarkkachair,man,1,0.09598781492282243
1148,exhuntress,exhuntr,ess,1,0.09598781492282243
1149,spongeman,sponge,man,1,0.09598781492282243
1150,policemman,policem,man,1,0.09598781492282243
1151,&nbspchairman,&nbspchair,man,1,0.09598781492282243
1152,coachess,coach,ess,1,0.09598781492282243
1153,pageman,page,man,1,0.09598781492282243
1154,webhostess,webhost,ess,1,0.09598781492282243
1155,hawkman,hawk,man,1,0.09598781492282243
1156,bosswoman,boss,woman,1,0.09598781492282243
1157,bioprocess,bioproc,ess,1,0.09598781492282243
1158,stonesculptress,stonesculptr,ess,1,0.09598781492282243
1159,photographress,photographr,ess,1,0.09598781492282243
1160,pearlman,pearl,man,1,0.09598781492282243
1161,ex-salesman,ex-sales,man,1,0.09598781492282243
1162,maltstress,maltstr,ess,1,0.09598781492282243
1163,bonesman,bones,man,1,0.09598781492282243
1164,scrum_mistress,scrum_mistr,ess,1,0.09598781492282243
1165,peeman,pee,man,1,0.09598781492282243
1166,cunningman,cunning,man,1,0.09598781492282243
1167,rotman,rot,man,1,0.09598781492282243
1168,mclarendraftperson,mclarendraft,person,1,0.09598781492282243
1169,sciclunadraftperson,sciclunadraft,person,1,0.09598781492282243
1170,turned-fitness,turned-fitn,ess,1,0.09598781492282243
1171,automotive salesperson,automotive sales,person,1,0.09598781492282243
1172,summer-person,summer-,person,1,0.09598781492282243
1173,buchman,buch,man,1,0.09598781492282243
1174,thunderwoman,thunder,woman,1,0.09598781492282243
1175,foxxshaman,foxxsha,man,1,0.09598781492282243
1176,camerraman,camerra,man,1,0.09598781492282243
1177,documentary-person,documentary-,person,1,0.09598781492282243
1178,fontman,font,man,1,0.09598781492282243
1179,tallyman,tally,man,1,0.09598781492282243
1180,city-person,city-,person,1,0.09598781492282243
1181,moldman,mold,man,1,0.09598781492282243
1182,centauress,centaur,ess,1,0.09598781492282243
1183,drawcraftsman,drawcrafts,man,1,0.09598781492282243
1184,angry-man,angry-,man,1,0.09598781492282243
1185,headwoman,head,woman,1,0.09598781492282243
1186,witess,wit,ess,1,0.09598781492282243
1187,yesman,yes,man,1,0.09598781492282243
1188,around-actress,around-actr,ess,1,0.09598781492282243
1189,likechairman,likechair,man,1,0.09598781492282243
1190,outtdoorman,outtdoor,man,1,0.09598781492282243
1191,leadwoman,lead,woman,1,0.09598781492282243
1192,jackman,jack,man,1,0.09598781492282243
1193,businessswoman,businesss,woman,1,0.09598781492282243
1194,webmisstress,webmisstr,ess,1,0.09598781492282243
1195,shepardess,shepard,ess,1,0.09598781492282243
1196,barrettchairman,barrettchair,man,1,0.09598781492282243
1197,micro-press,micro-pr,ess,1,0.09598781492282243
1198,open-sourceress,open-sourcer,ess,1,0.09598781492282243
1199,sourceress,sourcer,ess,1,0.09598781492282243
1200,procuress,procur,ess,1,0.09598781492282243
1201,gallaghersalesperson,gallaghersales,person,1,0.09598781492282243
1202,recordman,record,man,1,0.09598781492282243
1203,country-woman,country-,woman,1,0.09598781492282243
1204,parts-person,parts-,person,1,0.09598781492282243
1205,forestry foreman,forestry fore,man,1,0.09598781492282243
1206,oldman,old,man,1,0.09598781492282243
1207,master-craftman,master-craft,man,1,0.09598781492282243
1208,pro-business,pro-busin,ess,1,0.09598781492282243
1209,slurperson,slur,person,1,0.09598781492282243
1210,inventress,inventr,ess,1,0.09598781492282243
1211,sensitive-person,sensitive-,person,1,0.09598781492282243
1212,timberman,timber,man,1,0.09598781492282243
1213,ekphrastic_sorceress,ekphrastic_sorcer,ess,1,0.09598781492282243
1214,initiatress,initiatr,ess,1,0.09598781492282243
1215,guardswoman,guards,woman,1,0.09598781492282243
1216,esportsman,esports,man,1,0.09598781492282243
1217,sushi-man,sushi-,man,1,0.09598781492282243
1218,on-craftsman,on-crafts,man,1,0.09598781492282243
1219,geekess,geek,ess,1,0.09598781492282243
1220,olderman,older,man,1,0.09598781492282243
1221,tyrsperson,tyrs,person,1,0.09598781492282243
1222,tyrswoman,tyrs,woman,1,0.09598781492282243
1223,soaprietress,soaprietr,ess,1,0.09598781492282243
1224,tech-person,tech-,person,1,0.09598781492282243
1225,ex-servicewoman,ex-service,woman,1,0.09598781492282243
1226,freedman,freed,man,1,0.09598781492282243
1227,nowhere-man,nowhere-,man,1,0.09598781492282243
1228,spiderwoman,spider,woman,1,0.09598781492282243
1229,honor-chairman,honor-chair,man,1,0.09598781492282243
1230,zoman,zo,man,1,0.09598781492282243
1231,hench-person,hench-,person,1,0.09598781492282243
1232,firsttransperson,firsttrans,person,1,0.09598781492282243
1233,partsman,parts,man,1,0.09598781492282243
1234,richman,rich,man,1,0.09598781492282243
1235,abstractman,abstract,man,1,0.09598781492282243
1236,peoples-person,peoples-,person,1,0.09598781492282243
1237,careerwoman,career,woman,1,0.09598781492282243
1238,treeman,tree,man,1,0.09598781492282243
1239,gym-person,gym-,person,1,0.09598781492282243
1240,jackstress,jackstr,ess,1,0.09598781492282243
1241,propmistress,propmistr,ess,1,0.09598781492282243
1242,bar-man,bar-,man,1,0.09598781492282243
1243,linkman,link,man,1,0.09598781492282243
1244,murderess,murder,ess,1,0.09598781492282243
1245,yachstman,yachst,man,1,0.09598781492282243
1246,christian-man,christian-,man,1,0.09598781492282243
1247,baikinman,baikin,man,1,0.09598781492282243
1248,spatial-person,spatial-,person,1,0.09598781492282243
1249,aspokesman,aspokes,man,1,0.09598781492282243
1250,townsman,towns,man,1,0.09598781492282243
1251,ground hostess,ground host,ess,1,0.09598781492282243
1252,non-woman,non-,woman,1,0.09598781492282243
1253,goess,go,ess,1,0.09598781492282243
1254,pointperson,point,person,1,0.09598781492282243
1255,pakman,pak,man,1,0.09598781492282243
1256,latin-person,latin-,person,1,0.09598781492282243
1257,diy-man,diy-,man,1,0.09598781492282243
1258,club-woman,club-,woman,1,0.09598781492282243
1259,actoress,actor,ess,1,0.09598781492282243
1260,uniqueness,uniquen,ess,1,0.09598781492282243
1261,ass-man,ass-,man,1,0.09598781492282243
1262,draughstperson,draughst,person,1,0.09598781492282243
1263,hitwoman,hit,woman,1,0.09598781492282243
1264,maintenance-person,maintenance-,person,1,0.09598781492282243
1265,sanding-man,sanding-,man,1,0.09598781492282243
1266,words-person,words-,person,1,0.09598781492282243
1267,source-ress,source-r,ess,1,0.09598781492282243
1268,ress,r,ess,1,0.09598781492282243
1269,mountain-man,mountain-,man,1,0.09598781492282243
1270,equipment man,equipment ,man,1,0.09598781492282243
1271,orangewoman,orange,woman,1,0.09598781492282243
1272,useless,usel,ess,1,0.09598781492282243
1273,atman,at,man,1,0.09598781492282243
1274,galeman,gale,man,1,0.09598781492282243
1275,co-proprietress,co-proprietr,ess,1,0.09598781492282243
1276,slime-person,slime-,person,1,0.09598781492282243
1277,retiredwatchman,retiredwatch,man,1,0.09598781492282243
1278,reenactress,reenactr,ess,1,0.09598781492282243
1279,hotdogman,hotdog,man,1,0.09598781492282243
1280,bondman,bond,man,1,0.09598781492282243
1281,bi-woman,bi-,woman,1,0.09598781492282243
1282,bastaman,basta,man,1,0.09598781492282243
1283,pro-chairman,pro-chair,man,1,0.09598781492282243
1284,freewoman,free,woman,1,0.09598781492282243
1285,shoe-salesperson,shoe-sales,person,1,0.09598781492282243
1286,amateurplantsman,amateurplants,man,1,0.09598781492282243
1287,human-woman,human-,woman,1,0.09598781492282243
1288,multi-fisherman,multi-fisher,man,1,0.09598781492282243
1289,padman,pad,man,1,0.09598781492282243
1290,soulless,soull,ess,1,0.09598781492282243
1291,indoorswoman,indoors,woman,1,0.09598781492282243
1292,control-man,control-,man,1,0.09598781492282243
1293,mexican-german,mexican-ger,man,1,0.09598781492282243
1294,midlifewoman,midlife,woman,1,0.09598781492282243
1295,priestress,priestr,ess,1,0.09598781492282243
1296,kidless,kidl,ess,1,0.09598781492282243
1297,magicman,magic,man,1,0.09598781492282243
1298,masman,mas,man,1,0.09598781492282243
1299,aperson,a,person,1,0.09598781492282243
1300,goalless,goall,ess,1,0.09598781492282243
1301,planetwoman,planet,woman,1,0.09598781492282243
1302,busnessman,busness,man,1,0.09598781492282243
1303,vice-person,vice-,person,1,0.09598781492282243
1304,outdoorwoman,outdoor,woman,1,0.09598781492282243
1305,houndsman,hounds,man,1,0.09598781492282243
1306,pen-woman,pen-,woman,1,0.09598781492282243
1307,niagara-hostess,niagara-host,ess,1,0.09598781492282243
1308,perchman,perch,man,1,0.09598781492282243
1309,baseperson,base,person,1,0.09598781492282243
1310,happy-man,happy-,man,1,0.09598781492282243
1311,ideas-man,ideas-,man,1,0.09598781492282243
1312,seedsman,seeds,man,1,0.09598781492282243
1313,franco-german,franco-ger,man,1,0.09598781492282243
1314,irrigation foreman,irrigation fore,man,1,0.09598781492282243
1315,droughtsman,droughts,man,1,0.09598781492282243
1316,art-man,art-,man,1,0.09598781492282243
1317,playeress,player,ess,1,0.09598781492282243
1318,printress,printr,ess,1,0.09598781492282243
1319,tacoman,taco,man,1,0.09598781492282243
1320,coalman,coal,man,1,0.09598781492282243
1321,trades-person,trades-,person,1,0.09598781492282243
1322,doggy-person,doggy-,person,1,0.09598781492282243
1323,smelterman,smelter,man,1,0.09598781492282243
1324,egoless,egol,ess,1,0.09598781492282243
1325,shadow-man,shadow-,man,1,0.09598781492282243
1326,caketress,caketr,ess,1,0.09598781492282243
1327,firstwoman,first,woman,1,0.09598781492282243
1328,scythesman,scythes,man,1,0.09598781492282243
1329,market-woman,market-,woman,1,0.09598781492282243
1330,chillempress,chillempr,ess,1,0.09598781492282243
1331,weaveress,weaver,ess,1,0.09598781492282243
1332,longbowman,longbow,man,1,0.09598781492282243
1333,party-man,party-,man,1,0.09598781492282243
1334,floridawoman,florida,woman,1,0.09598781492282243
1335,beninese-german,beninese-ger,man,1,0.09598781492282243
1336,gilman,gil,man,1,0.09598781492282243
1337,udovenkoactress,udovenkoactr,ess,1,0.09598781492282243
1338,highlysensitiveperson,highlysensitive,person,1,0.09598781492282243
1339,kinkstress,kinkstr,ess,1,0.09598781492282243
1340,in-process,in-proc,ess,1,0.09598781492282243
1341,eastman,east,man,1,0.09598781492282243
1342,crooness,croon,ess,1,0.09598781492282243
1343,foodbloggess,foodblogg,ess,1,0.09598781492282243
1344,d-lineman,d-line,man,1,0.09598781492282243
1345,dapperman,dapper,man,1,0.09598781492282243
1346,sculptoress,sculptor,ess,1,0.09598781492282243
1347,gift-person,gift-,person,1,0.09598781492282243
1348,wingsman,wings,man,1,0.09598781492282243
1349,enforcerman,enforcer,man,1,0.09598781492282243
1350,busniessman,busniess,man,1,0.09598781492282243
1351,theatre-person,theatre-,person,1,0.09598781492282243
1352,jouneyman,jouney,man,1,0.09598781492282243
1353,foiman,foi,man,1,0.09598781492282243
1354,sweet-man,sweet-,man,1,0.09598781492282243
1355,hounds-man,hounds-,man,1,0.09598781492282243
1356,plants-person,plants-,person,1,0.09598781492282243
1357,exupéryairman,exupéryair,man,1,0.09598781492282243
1358,derrick man,derrick ,man,1,0.09598781492282243
1359,legman,leg,man,1,0.09598781492282243
1360,country-man,country-,man,1,0.09598781492282243
1361,garbage-man,garbage-,man,1,0.09598781492282243
1362,half-german,half-ger,man,1,0.09598781492282243
1363,motor man,motor ,man,1,0.09598781492282243
1364,defeceman,defece,man,1,0.09598781492282243
1365,market-man,market-,man,1,0.09598781492282243
1366,banksman,banks,man,1,0.09598781492282243
1367,亚慱体育appchairman,亚慱体育appchair,man,1,0.09598781492282243
1368,shop-serviceman,shop-service,man,1,0.09598781492282243
1369,hibichairman,hibichair,man,1,0.09598781492282243
1370,sane-person,sane-,person,1,0.09598781492282243
1371,ass-person,ass-,person,1,0.09598781492282243
1372,blondeauchairman,blondeauchair,man,1,0.09598781492282243
1373,guernseyman,guernsey,man,1,0.09598781492282243
1374,fortress,fortr,ess,1,0.09598781492282243
1375,tax-woman,tax-,woman,1,0.09598781492282243
1376,corner-man,corner-,man,1,0.09598781492282243
1377,sourcer-ess,sourcer-,ess,1,0.09598781492282243
1378,warrior-ess,warrior-,ess,1,0.09598781492282243
1379,brushman,brush,man,1,0.09598781492282243
1380,sonarman,sonar,man,1,0.09598781492282243
1381,wysewoman,wyse,woman,1,0.09598781492282243
1382,carpentress,carpentr,ess,1,0.09598781492282243
1383,assistant-cameraman,assistant-camera,man,1,0.09598781492282243
1384,guitarless,guitarl,ess,1,0.09598781492282243
1385,marketman,market,man,1,0.09598781492282243
1386,work-man,work-,man,1,0.09598781492282243
1387,militiaman,militia,man,1,0.09598781492282243
1388,familiywoman,familiy,woman,1,0.09598781492282243
1389,elderstatesman,elderstates,man,1,0.09598781492282243
1390,flairman,flair,man,1,0.09598781492282243
1391,happiness,happin,ess,1,0.09598781492282243
1392,trades-man,trades-,man,1,0.09598781492282243
1393,pitch-person,pitch-,person,1,0.09598781492282243
1394,cyberman,cyber,man,1,0.09598781492282243
1395,father-man,father-,man,1,0.09598781492282243
1396,startup-person,startup-,person,1,0.09598781492282243
1397,poolman,pool,man,1,0.09598781492282243
1398,rootsman,roots,man,1,0.09598781492282243
1399,creamstress,creamstr,ess,1,0.09598781492282243
1400,dragon-person,dragon-,person,1,0.09598781492282243
1401,8man,8,man,1,0.09598781492282243
1402,conjureman,conjure,man,1,0.09598781492282243
1403,mad-woman,mad-,woman,1,0.09598781492282243
1404,waxstress,waxstr,ess,1,0.09598781492282243
1405,bailbondsman,bailbonds,man,1,0.09598781492282243
1406,funnywoman,funny,woman,1,0.09598781492282243
1407,huntsmanchairman,huntsmanchair,man,1,0.09598781492282243
1408,fellow-human,fellow-hu,man,1,0.09598781492282243
1409,droughsman,droughs,man,1,0.09598781492282243
1410,fucktress,fucktr,ess,1,0.09598781492282243
1411,breadman,bread,man,1,0.09598781492282243
1412,millercongresswoman,millercongress,woman,1,0.09598781492282243
1413,entertaintress,entertaintr,ess,1,0.09598781492282243
1414,chatman,chat,man,1,0.09598781492282243
1415,holy-man,holy-,man,1,0.09598781492282243
1416,muffinman,muffin,man,1,0.09598781492282243
1417,theatremaker&actress,theatremaker&actr,ess,1,0.09598781492282243
1418,letterwoman,letter,woman,1,0.09598781492282243
1419,buffet hostess,buffet host,ess,1,0.09598781492282243
1420,.woman,.,woman,1,0.09598781492282243
1421,morning-person,morning-,person,1,0.09598781492282243
1422,kingsman,kings,man,1,0.09598781492282243
1423,creativeman,creative,man,1,0.09598781492282243
1424,mail-man,mail-,man,1,0.09598781492282243
1425,scotswoman,scots,woman,1,0.09598781492282243
1426,two-person,two-,person,1,0.09598781492282243
1427,hickman,hick,man,1,0.09598781492282243
1428,cardman,card,man,1,0.09598781492282243
1429,signalperson,signal,person,1,0.09598781492282243
1430,aircraftman,aircraft,man,1,0.09598781492282243
1431,budgieperson,budgie,person,1,0.09598781492282243
1432,night-person,night-,person,1,0.09598781492282243
1433,promo-man,promo-,man,1,0.09598781492282243
1434,mechman,mech,man,1,0.09598781492282243
1435,entrepreneurwoman,entrepreneur,woman,1,0.09598781492282243
1436,kraftman,kraft,man,1,0.09598781492282243
1437,turned-seamstress,turned-seamstr,ess,1,0.09598781492282243
1438,poptress,poptr,ess,1,0.09598781492282243
1439,spearman,spear,man,1,0.09598781492282243
1440,multiple-business,multiple-busin,ess,1,0.09598781492282243
1441,ant-man,ant-,man,1,0.09598781492282243
1442,wolf-woman,wolf-,woman,1,0.09598781492282243
1443,.person,.,person,1,0.09598781492282243
1444,directoress,director,ess,1,0.09598781492282243
1445,mbechairman,mbechair,man,1,0.09598781492282243
1446,doorperson,door,person,1,0.09598781492282243
1447,sports-man,sports-,man,1,0.09598781492282243
1448,french-man,french-,man,1,0.09598781492282243
1449,timeless,timel,ess,1,0.09598781492282243
1450,headbarnsman,headbarns,man,1,0.09598781492282243
1451,scriptman,script,man,1,0.09598781492282243
1452,chartman,chart,man,1,0.09598781492282243
1453,female-business,female-busin,ess,1,0.09598781492282243
1454,saxstress,saxstr,ess,1,0.09598781492282243
1455,chitsman,chits,man,1,0.09598781492282243
1456,.actress,.actr,ess,1,0.09598781492282243
1457,aircraftsman,aircrafts,man,1,0.09598781492282243
1458,stargoddess,stargodd,ess,1,0.09598781492282243
1459,houndswoman,hounds,woman,1,0.09598781492282243
1460,crashman,crash,man,1,0.09598781492282243
1461,straight-woman,straight-,woman,1,0.09598781492282243
1462,goatman,goat,man,1,0.09598781492282243
1463,lauberchairman,lauberchair,man,1,0.09598781492282243
1464,woman-man,woman-,man,1,0.09598781492282243
1465,drewman,drew,man,1,0.09598781492282243
1466,mayoman,mayo,man,1,0.09598781492282243
1467,hedgeless_horseman,hedgeless_horse,man,1,0.09598781492282243
1468,brandman,brand,man,1,0.09598781492282243
1469,hoooman,hooo,man,1,0.09598781492282243
1470,toughman,tough,man,1,0.09598781492282243
1471,aged-man,aged-,man,1,0.09598781492282243
1472,yardperson,yard,person,1,0.09598781492282243
1473,hatchetman,hatchet,man,1,0.09598781492282243
1474,concermistress,concermistr,ess,1,0.09598781492282243
1475,third-person,third-,person,1,0.09598781492282243
1476,iyachairman,iyachair,man,1,0.09598781492282243
1477,block-man,block-,man,1,0.09598781492282243
1478,retaildutchman,retaildutch,man,1,0.09598781492282243
1479,old-man,old-,man,1,0.09598781492282243
1480,cowleychairman,cowleychair,man,1,0.09598781492282243
1481,type-person,type-,person,1,0.09598781492282243
1482,layoutman,layout,man,1,0.09598781492282243
1483,property-man,property-,man,1,0.09598781492282243
1484,fihserman,fihser,man,1,0.09598781492282243
1485,camaraperson,camara,person,1,0.09598781492282243
1486,guzman,guz,man,1,0.09598781492282243
1487,mdchairman,mdchair,man,1,0.09598781492282243
1488,tie man,tie ,man,1,0.09598781492282243
1489,macgyver-ess,macgyver-,ess,1,0.09598781492282243
1490,anactress,anactr,ess,1,0.09598781492282243
1491,barrowman,barrow,man,1,0.09598781492282243
1492,shibamistress,shibamistr,ess,1,0.09598781492282243
1493,healthandhealingwoman,healthandhealing,woman,1,0.09598781492282243
1494,bar hostess,bar host,ess,1,0.09598781492282243
1495,warriorprincess,warriorprinc,ess,1,0.09598781492282243
1496,brassman,brass,man,1,0.09598781492282243
1497,expert-witness,expert-witn,ess,1,0.09598781492282243
1498,sharkman,shark,man,1,0.09598781492282243
1499,shipman,ship,man,1,0.09598781492282243
1500,girlwoman,girl,woman,1,0.09598781492282243
1501,cliektess,cliekt,ess,1,0.09598781492282243
1502,blogstress,blogstr,ess,1,0.09598781492282243
1503,all-tradesman,all-trades,man,1,0.09598781492282243
1504,½woman,½,woman,1,0.09598781492282243
1505,½man,½,man,1,0.09598781492282243
1506,track man,track ,man,1,0.09598781492282243
1507,collectress,collectr,ess,1,0.09598781492282243
1508,figure-business,figure-busin,ess,1,0.09598781492282243
1509,menswear salesperson,menswear sales,person,1,0.09598781492282243
1510,mathematical-person,mathematical-,person,1,0.09598781492282243
1511,hu-man,hu-,man,1,0.09598781492282243
1512,superbwoman,superb,woman,1,0.09598781492282243
1513,stockperson,stock,person,1,0.09598781492282243
1514,camerperson,camer,person,1,0.09598781492282243
1515,egx-man,egx-,man,1,0.09598781492282243
1516,witchy-woman,witchy-,woman,1,0.09598781492282243
1517,prop-man,prop-,man,1,0.09598781492282243
1518,de-stress,de-str,ess,1,0.09598781492282243
1519,swagstress,swagstr,ess,1,0.09598781492282243
1520,editoress,editor,ess,1,0.09598781492282243
1521,merperson,mer,person,1,0.09598781492282243
1522,frontierswoman,frontiers,woman,1,0.09598781492282243
1523,createss,creat,ess,1,0.09598781492282243
1524,wo-man,wo-,man,1,0.09598781492282243
1525,wanderlustress,wanderlustr,ess,1,0.09598781492282243
1526,wardsman,wards,man,1,0.09598781492282243
1527,jiman,ji,man,1,0.09598781492282243
1528,selfmade-man,selfmade-,man,1,0.09598781492282243
1529,wireperson,wire,person,1,0.09598781492282243
1530,archduchess,archduch,ess,1,0.09598781492282243
1531,departmentstuntman,departmentstunt,man,1,0.09598781492282243
1532,gueckjourneyman,gueckjourney,man,1,0.09598781492282243
1533,hannsjourneyman,hannsjourney,man,1,0.09598781492282243
1534,ex-crewman,ex-crew,man,1,0.09598781492282243
1535,tankerman,tanker,man,1,0.09598781492282243
1536,pokerman,poker,man,1,0.09598781492282243
1537,wrap-man,wrap-,man,1,0.09598781492282243
1538,horse-person,horse-,person,1,0.09598781492282243
1539,utility person,utility ,person,1,0.09598781492282243
1540,deaconness,deaconn,ess,1,0.09598781492282243
1541,shapeshiftress,shapeshiftr,ess,1,0.09598781492282243
1542,stateswoman,states,woman,1,0.09598781492282243
1543,gear-man,gear-,man,1,0.09598781492282243
1544,whole-person,whole-,person,1,0.09598781492282243
1545,minerswoman,miners,woman,1,0.09598781492282243
1546,founderess,founder,ess,1,0.09598781492282243
1547,born-woman,born-,woman,1,0.09598781492282243
1548,pitchwoman,pitch,woman,1,0.09598781492282243
1549,play-dress,play-dr,ess,1,0.09598781492282243
1550,fire-man,fire-,man,1,0.09598781492282243
1551,bondsperson,bonds,person,1,0.09598781492282243
1552,bakestress,bakestr,ess,1,0.09598781492282243
1553,gringoman,gringo,man,1,0.09598781492282243
1554,techwoman,tech,woman,1,0.09598781492282243
1555,directionless,directionl,ess,1,0.09598781492282243
1556,loving-person,loving-,person,1,0.09598781492282243
1557,acress,acr,ess,1,0.09598781492282243
1558,naturalpriestess,naturalpriest,ess,1,0.09598781492282243
1559,bandless,bandl,ess,1,0.09598781492282243
1560,windowman,window,man,1,0.09598781492282243
1561,steelman,steel,man,1,0.09598781492282243
1562,deliverywoman,delivery,woman,1,0.09598781492282243
1563,trusteeschairman,trusteeschair,man,1,0.09598781492282243
1564,shoteychairman,shoteychair,man,1,0.09598781492282243
1565,junkman,junk,man,1,0.09598781492282243
1566,ground-crewman,ground-crew,man,1,0.09598781492282243
1567,cloudsperson,clouds,person,1,0.09598781492282243
1568,createtress,createtr,ess,1,0.09598781492282243
1569,inspiringwoman,inspiring,woman,1,0.09598781492282243
1570,alsochairman,alsochair,man,1,0.09598781492282243
1571,steamstress,steamstr,ess,1,0.09598781492282243
1572,iron-man,iron-,man,1,0.09598781492282243
1573,armyman,army,man,1,0.09598781492282243
1574,engineerman,engineer,man,1,0.09598781492282243
1575,home-goddess,home-godd,ess,1,0.09598781492282243
1576,dance-man,dance-,man,1,0.09598781492282243
1577,boy-man,boy-,man,1,0.09598781492282243
1578,coastguardsman,coastguards,man,1,0.09598781492282243
1579,designstress,designstr,ess,1,0.09598781492282243
1580,sole-man,sole-,man,1,0.09598781492282243
1581,minute-man,minute-,man,1,0.09598781492282243
1582,drafts-woman,drafts-,woman,1,0.09598781492282243
1583,ex-sportsman,ex-sports,man,1,0.09598781492282243
1584,craftsfman,craftsf,man,1,0.09598781492282243
1585,animal-person,animal-,person,1,0.09598781492282243
1586,mainman,main,man,1,0.09598781492282243
1587,alchemistress,alchemistr,ess,1,0.09598781492282243
1588,motion picture cameraman,motion picture camera,man,1,0.09598781492282243
1589,chiarman,chiar,man,1,0.09598781492282243
1590,handiman,handi,man,1,0.09598781492282243
1591,designwoman,design,woman,1,0.09598781492282243
1592,veterinarianess,veterinarian,ess,1,0.09598781492282243
1593,anointress,anointr,ess,1,0.09598781492282243
1594,fragman,frag,man,1,0.09598781492282243
1595,assertiveness,assertiven,ess,1,0.09598781492282243
1596,swordfisherman,swordfisher,man,1,0.09598781492282243
1597,caméraman,caméra,man,1,0.09598781492282243
1598,talesman,tales,man,1,0.09598781492282243
1599,tutoress,tutor,ess,1,0.09598781492282243
1600,victoress,victor,ess,1,0.09598781492282243
1601,elderman,elder,man,1,0.09598781492282243
1602,vice-elderman,vice-elder,man,1,0.09598781492282243
1603,greatness,greatn,ess,1,0.09598781492282243
1604,sheet metal foreman,sheet metal fore,man,1,0.09598781492282243
1605,adventureman,adventure,man,1,0.09598781492282243
1606,sourness,sourn,ess,1,0.09598781492282243
1607,sheepman,sheep,man,1,0.09598781492282243
1608,mironchairman,mironchair,man,1,0.09598781492282243
1609,co-frontwoman,co-front,woman,1,0.09598781492282243
1610,word-person,word-,person,1,0.09598781492282243
1611,roastess,roast,ess,1,0.09598781492282243
1612,whaleman,whale,man,1,0.09598781492282243
1613,weakness,weakn,ess,1,0.09598781492282243
1614,hired man,hired ,man,1,0.09598781492282243
1615,repeatwordiness,repeatwordin,ess,1,0.09598781492282243
1616,moneyman,money,man,1,0.09598781492282243
1617,dragoman,drago,man,1,0.09598781492282243
1618,taileress,tailer,ess,1,0.09598781492282243
1619,orchess,orch,ess,1,0.09598781492282243
1620,graphic-person,graphic-,person,1,0.09598781492282243
1621,italian-jewess,italian-jew,ess,1,0.09598781492282243
1622,rubberman,rubber,man,1,0.09598781492282243
1623,op-man,op-,man,1,0.09598781492282243
1624,harringtonbusiness,harringtonbusin,ess,1,0.09598781492282243
1625,second-man,second-,man,1,0.09598781492282243
1626,electedchairman,electedchair,man,1,0.09598781492282243
1627,readiness,readin,ess,1,0.09598781492282243
1628,oakman,oak,man,1,0.09598781492282243
1629,heardsman,heards,man,1,0.09598781492282243
1630,zone-chairperson,zone-chair,person,1,0.09598781492282243
1631,thelastgoodman,thelastgood,man,1,0.09598781492282243
1632,kindess,kind,ess,1,0.09598781492282243
1633,fempress,fempr,ess,1,0.09598781492282243
1634,parts counterperson,parts counter,person,1,0.09598781492282243
1635,soundselectress,soundselectr,ess,1,0.09598781492282243
1636,woman-business,woman-busin,ess,1,0.09598781492282243
1637,bandsperson,bands,person,1,0.09598781492282243
1638,spinman,spin,man,1,0.09598781492282243
1639,wordsperson,words,person,1,0.09598781492282243
1640,music-man,music-,man,1,0.09598781492282243
1641,christian-woman,christian-,woman,1,0.09598781492282243
1642,gasman,gas,man,1,0.09598781492282243
1643,joint-chairperson,joint-chair,person,1,0.09598781492282243
1644,visman,vis,man,1,0.09598781492282243
1645,24hourhuman,24hourhu,man,1,0.09598781492282243
1646,sidesman,sides,man,1,0.09598781492282243
1647,centerman,center,man,1,0.09598781492282243
1648,dyewitness,dyewitn,ess,1,0.09598781492282243
1649,iron-woman,iron-,woman,1,0.09598781492282243
1650,horn-man,horn-,man,1,0.09598781492282243
1651,storman,stor,man,1,0.09598781492282243
1652,mussalman,mussal,man,1,0.09598781492282243
1653,musalman,musal,man,1,0.09598781492282243
1654,wise-woman,wise-,woman,1,0.09598781492282243
1655,storyess,story,ess,1,0.09598781492282243
1656,bargeman,barge,man,1,0.09598781492282243
1657,offensive-lineman,offensive-line,man,1,0.09598781492282243
1658,vicechairperson,vicechair,person,1,0.09598781492282243
1659,thompsonchairman,thompsonchair,man,1,0.09598781492282243
1660,rock-man,rock-,man,1,0.09598781492282243
1661,english-man,english-,man,1,0.09598781492282243
1662,indirect fire infantryman,indirect fire infantry,man,1,0.09598781492282243
1663,craftress,craftr,ess,1,0.09598781492282243
1664,web-person,web-,person,1,0.09598781492282243
1665,riverman,river,man,1,0.09598781492282243
1666,orangeman,orange,man,1,0.09598781492282243
1667,swissess,swiss,ess,1,0.09598781492282243
1668,manman,man,man,1,0.09598781492282243
1669,jentleman,jentle,man,1,0.09598781492282243
1670,technoloman,technolo,man,1,0.09598781492282243
1671,jugendkongress,jugendkongr,ess,1,0.09598781492282243
1672,glee-man,glee-,man,1,0.09598781492282243
1673,clanswoman,clans,woman,1,0.09598781492282243
1674,pushpress,pushpr,ess,1,0.09598781492282243
1675,hueman,hue,man,1,0.09598781492282243
1676,furnace-man,furnace-,man,1,0.09598781492282243
1677,katman,kat,man,1,0.09598781492282243
1678,illness,illn,ess,1,0.09598781492282243
1679,of-person,of-,person,1,0.09598781492282243
1680,english-woman,english-,woman,1,0.09598781492282243
1681,penniless,pennil,ess,1,0.09598781492282243
1682,journeysman,journeys,man,1,0.09598781492282243
1683,deactress,deactr,ess,1,0.09598781492282243
1684,liverywoman,livery,woman,1,0.09598781492282243
